id,model_name,type,color,price,price_range,brand,version,name,engine_capacity,engine_type,transmission_type,features,image_url,source_url,source_pid,source_SkuId,source_name,status,create_at,source_id
32,,XE SỐ,N/A,"18,000,000₫",N/A,KYMCO,,VISAR 50CC,,,,,https://product.hstatic.net/200000281285/product/xanh_ee1516fd4a8845738a4d74b6d4b95307_master.png,https://hoangcau.com/products/visar-50cc,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
33,,XE TAY GA,N/A,"26,000,000₫",N/A,KYMCO,,LIKE 50CC,,,,,https://product.hstatic.net/200000281285/product/7_b5a6d52255fc43fbabb1b54a64bb5f34_master.png,https://hoangcau.com/products/like-50cc,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
34,,XE CÔN TAY,N/A,"23,000,000₫",N/A,KYMCO,,K-PIPE 50CC,,,,,https://product.hstatic.net/200000281285/product/xanh_la_40790fafa35e4c46846021da380284c5_master.png,https://hoangcau.com/products/k-pipe-50cc,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
35,,XE CÔN TAY,N/A,"57,000,000₫",N/A,NHẬP KHẨU,,YAMAHA R15,,,,,https://product.hstatic.net/200000281285/product/r15_-_xanh_gp_3f9c3dab6f7b42d780af2f02e2c0b4fd_master.png,https://hoangcau.com/products/yamaha-r15,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
36,,XE TAY GA,N/A,"35,500,000₫",N/A,NHẬP KHẨU,,HONDA SCOOPY,,,,,https://product.hstatic.net/200000281285/product/do_den_74c3bd7119fc4fd9b432cf81007f78dd_master.png,https://hoangcau.com/products/honda-scoopy,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
37,,XE TAY GA,N/A,"42,000,000₫",N/A,NHẬP KHẨU,,HONDA VARIO 125,,,,,https://product.hstatic.net/200000281285/product/sporty-black_21a59b0aa8a64c76bfb45896be17ca25_master.png,https://hoangcau.com/products/honda-vario-125,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
38,,XE CÔN TAY,N/A,"47,000,000₫",N/A,NHẬP KHẨU,,YAMAHA MX - KING,,,,,https://product.hstatic.net/200000281285/product/xanh_a196e51695ce4de78ee3e0e675ec1fb0_master.png,https://hoangcau.com/products/yamaha-mx-king,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
39,,XE CÔN TAY,N/A,"57,000,000₫",N/A,YAMAHA,,YZF-R15,,,,,https://product.hstatic.net/200000281285/product/gp_3aed76f3fdf644ca803fa89611380c94_master.png,https://hoangcau.com/products/yzf-r15,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
40,,XE CÔN TAY,Đỏ Đen,"35,000,000₫",N/A,HONDA,,WINNER X,,,,,https://product.hstatic.net/200000281285/product/1_c3a878f3c1ee4882a7e9714daafca901_master.png,https://hoangcau.com/products/winner-x,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
41,,XE SỐ,Đỏ Đen,"22,200,000₫",N/A,HONDA,,WAVE RSX,,,,,https://product.hstatic.net/200000281285/product/waversx-xanh-thethao_93558efa0f1145378989b0b6b18c37b1_master.jpg,https://hoangcau.com/products/wave-rsx,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
42,,XE SỐ,Đỏ Đen,"19,500,000₫",N/A,HONDA,,WAVE BLADE,,,,,https://product.hstatic.net/200000281285/product/blade-denxanh-tieuchuan_dbd81484bfc84b95be2726b138f895ce_master.jpg,https://hoangcau.com/products/wave-blade,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
43,,XE SỐ,N/A,"19,000,000₫",N/A,HONDA,,WAVE ALPHA,,,,,https://product.hstatic.net/200000281285/product/wavealpha-xam-codien_e614c314d9c34518bf8cac3643659c82_master.jpg,https://hoangcau.com/products/wave-alpha,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
44,,XE TAY GA,Đỏ,"60,500,000₫",N/A,HONDA,,SH MODE,,,,,https://product.hstatic.net/200000281285/product/shmode125-xam-thethao_4a7895809b3d4d55bbee2df6bb7e67a0_master.jpg,https://hoangcau.com/products/sh-mode,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
45,,XE TAY GA,Đỏ Đen,"77,500,000₫",N/A,HONDA,,SH 125,,,,,https://product.hstatic.net/200000281285/product/sh125i-trang-tieuchuan_8cfe87b5801a478ba6de8676c57a8009_master.jpg,https://hoangcau.com/products/sh-125,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
46,,XE CÔN TAY,N/A,"127,000,000₫",N/A,YAMAHA,,MT - 03,,,,,https://product.hstatic.net/200000281285/product/2021_mtn320_dpbmc_tha_stu_001_03_a6ac7bd07d404124bcff9cb2bfebe604_master.png,https://hoangcau.com/products/mt-03,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
47,,XE TAY GA,Trắng,"40,000,000₫",N/A,HONDA,,LEAD,,,,,https://product.hstatic.net/200000281285/product/lead-do-caocap_cf5638217d8e48918fc050025002e33c_master.jpg,https://hoangcau.com/products/lead,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
48,,XE SỐ,Đen Nhám,"30,500,000₫",N/A,YAMAHA,,JUPITER,,,,,https://product.hstatic.net/200000281285/product/jupiter_fi_tc_2022_-_xam_den_c1afa0b2391b4e01bddf97fd0a003f90_master.png,https://hoangcau.com/products/jupiter,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
49,,XE TAY GA,"Bạc, Xám (2022)","26,500,000₫",N/A,YAMAHA,,JANUS,,,,,https://product.hstatic.net/200000281285/product/4_12fce824bbd542a7bbbb500e6e7a6218_master.png,https://hoangcau.com/products/janus,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
50,,XE SỐ,_Xanh Đen_,"35,000,000₫",N/A,HONDA,,FUTURE,,,,,https://product.hstatic.net/200000281285/product/future125fi-trang-caocap-pdvd_d2928b4a43054db6b74fffae8550e3f4_master.jpg,https://hoangcau.com/products/future,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
51,,XE TAY GA,Đỏ Đen,"29,500,000₫",N/A,YAMAHA,,FREEGO,,,,,https://product.hstatic.net/200000281285/product/3_3f54b0f62f6a4733aa9eebd73d85ed60_master.png,https://hoangcau.com/products/freego,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
52,,XE CÔN TAY,Đỏ Nhám,"44,000,000₫",N/A,YAMAHA,,EXCITER 150,,,,,https://product.hstatic.net/200000281285/product/3_fa2f1f94663b4c8b86e6abecd597b9d9_master.png,https://hoangcau.com/products/exciter-150,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
53,,XE TAY GA,Đỏ Đen Bạc,"44,500,000₫",N/A,HONDA,,AIR BLADE 125,,,,,https://product.hstatic.net/200000281285/product/ab125_tt_xam_do_den_01ee35502e7246159b13a75fa04f355a_master.jpg,https://hoangcau.com/products/air-blade-125,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
54,,XE TAY GA,Đen,"31,000,000₫",N/A,HONDA,,VISION,,,,,https://product.hstatic.net/200000281285/product/vision-vang-codien_e56df668597d4d7aa111fed9373f932f_master.jpg,https://hoangcau.com/products/vision,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
55,,XE TAY GA,Đen,"38,300,000₫",N/A,YAMAHA,,LATTE,,,,,https://product.hstatic.net/200000281285/product/1_6cbc7f761a894976abd176abc8c89cf5_master.png,https://hoangcau.com/products/latte,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
56,,XE SỐ,Đen Xám (2021),"21,500,000₫",N/A,YAMAHA,,SIRIUS FI,,,,,https://product.hstatic.net/200000281285/product/sirius_fi_phien_ban_phanh_dia_mau_moi_-_2022_-_trang_xanh_98ca50c7b1ab4cf4910962404a6ae32a_master.png,https://hoangcau.com/products/sirius-fi,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
57,,XE SỐ,Đen,"19,000,000₫",N/A,YAMAHA,,SIRIUS,,,,,https://product.hstatic.net/200000281285/product/6_ef09c35171264676b3e2c060c1f76454_master.png,https://hoangcau.com/products/sirius,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
58,,XE CÔN TAY,Trắng đỏ,"41,800,000₫",N/A,YAMAHA,,EXCITER 155 VVA,,,,,https://product.hstatic.net/200000281285/product/exciter_155_vva_phien_ban_tieu_chuan_mau_moi_-_2022_-_do_bac_2f8cce9131c143499aafeba83a5e0480_master.png,https://hoangcau.com/products/exciter-155-vva,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
59,,XE TAY GA,Đen (2023),"44,800,000₫",N/A,YAMAHA,,GRANDE BLUE CORE HYBRID,,,,,https://product.hstatic.net/200000281285/product/4_92b3aa98917b41aaba6d980c7ae54bdf_master.png,https://hoangcau.com/products/grande-blue-core-hybird,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
60,,XE TAY GA,N/A,"53,300,000₫",N/A,YAMAHA,,NVX 155 VVA THẾ HỆ II,,,,,https://product.hstatic.net/200000281285/product/8_8efdb6aafb19481cb781f66e5c8fa1f0_master.png,https://hoangcau.com/products/nvx-155-vva-the-he-ii,,N/A,hoangcau.com,active,2024-12-10 04:02:01.052817,N/A
